ID,Category,Prompt,Intent,Solution,Severity,Response Type,Keywords
1731,Emotional Venting,I am really upset and frustrated about things 725,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1732,Informational,Can you explain mental health topic 726 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1733,Emotional Venting,I am really upset and frustrated about things 727,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1734,Crisis,I feel like I might harm myself 728,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1735,Support Seeking,I feel stressed and need help with situation 729,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1736,Emotional Venting,I am really upset and frustrated about things 730,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1737,Crisis,I feel like I might harm myself 731,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1738,Informational,Can you explain mental health topic 732 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1739,Informational,Can you explain mental health topic 733 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1740,Support Seeking,I feel stressed and need help with situation 734,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1741,Crisis,I feel like I might harm myself 735,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1742,Emotional Venting,I am really upset and frustrated about things 736,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1743,Emotional Venting,I am really upset and frustrated about things 737,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1744,Support Seeking,I feel stressed and need help with situation 738,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1745,Emotional Venting,I am really upset and frustrated about things 739,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1746,Support Seeking,I feel stressed and need help with situation 740,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1747,Crisis,I feel like I might harm myself 741,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1748,Emotional Venting,I am really upset and frustrated about things 742,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1749,Crisis,I feel like I might harm myself 743,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1750,Emotional Venting,I am really upset and frustrated about things 744,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1751,Emotional Venting,I am really upset and frustrated about things 745,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1752,Emotional Venting,I am really upset and frustrated about things 746,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1753,Crisis,I feel like I might harm myself 747,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1754,Emotional Venting,I am really upset and frustrated about things 748,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1755,Crisis,I feel like I might harm myself 749,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1756,Support Seeking,I feel stressed and need help with situation 750,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1757,Emotional Venting,I am really upset and frustrated about things 751,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1758,Informational,Can you explain mental health topic 752 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1759,Support Seeking,I feel stressed and need help with situation 753,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1760,Support Seeking,I feel stressed and need help with situation 754,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1761,Support Seeking,I feel stressed and need help with situation 755,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1762,Crisis,I feel like I might harm myself 756,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1763,Crisis,I feel like I might harm myself 757,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1764,Informational,Can you explain mental health topic 758 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1765,Support Seeking,I feel stressed and need help with situation 759,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1766,Support Seeking,I feel stressed and need help with situation 760,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1767,Crisis,I feel like I might harm myself 761,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1768,Crisis,I feel like I might harm myself 762,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1769,Support Seeking,I feel stressed and need help with situation 763,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1770,Support Seeking,I feel stressed and need help with situation 764,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1771,Emotional Venting,I am really upset and frustrated about things 765,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1772,Informational,Can you explain mental health topic 766 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1773,Informational,Can you explain mental health topic 767 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1774,Informational,Can you explain mental health topic 768 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1775,Emotional Venting,I am really upset and frustrated about things 769,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1776,Support Seeking,I feel stressed and need help with situation 770,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1777,Support Seeking,I feel stressed and need help with situation 771,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1778,Emotional Venting,I am really upset and frustrated about things 772,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1779,Informational,Can you explain mental health topic 773 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1780,Informational,Can you explain mental health topic 774 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1781,Emotional Venting,I am really upset and frustrated about things 775,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1782,Crisis,I feel like I might harm myself 776,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1783,Emotional Venting,I am really upset and frustrated about things 777,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1784,Crisis,I feel like I might harm myself 778,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1785,Support Seeking,I feel stressed and need help with situation 779,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1786,Support Seeking,I feel stressed and need help with situation 780,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1787,Support Seeking,I feel stressed and need help with situation 781,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1788,Emotional Venting,I am really upset and frustrated about things 782,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1789,Crisis,I feel like I might harm myself 783,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1790,Crisis,I feel like I might harm myself 784,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1791,Informational,Can you explain mental health topic 785 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1792,Support Seeking,I feel stressed and need help with situation 786,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1793,Informational,Can you explain mental health topic 787 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1794,Emotional Venting,I am really upset and frustrated about things 788,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1795,Informational,Can you explain mental health topic 789 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1796,Support Seeking,I feel stressed and need help with situation 790,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1797,Emotional Venting,I am really upset and frustrated about things 791,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1798,Crisis,I feel like I might harm myself 792,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1799,Crisis,I feel like I might harm myself 793,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1800,Support Seeking,I feel stressed and need help with situation 794,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1801,Crisis,I feel like I might harm myself 795,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1802,Informational,Can you explain mental health topic 796 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1803,Informational,Can you explain mental health topic 797 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1804,Crisis,I feel like I might harm myself 798,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1805,Emotional Venting,I am really upset and frustrated about things 799,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1806,Support Seeking,I feel stressed and need help with situation 800,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1807,Emotional Venting,I am really upset and frustrated about things 801,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1808,Informational,Can you explain mental health topic 802 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1809,Informational,Can you explain mental health topic 803 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1810,Emotional Venting,I am really upset and frustrated about things 804,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1811,Support Seeking,I feel stressed and need help with situation 805,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1812,Informational,Can you explain mental health topic 806 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1813,Crisis,I feel like I might harm myself 807,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1814,Informational,Can you explain mental health topic 808 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1815,Emotional Venting,I am really upset and frustrated about things 809,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1816,Support Seeking,I feel stressed and need help with situation 810,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1817,Support Seeking,I feel stressed and need help with situation 811,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1818,Support Seeking,I feel stressed and need help with situation 812,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1819,Informational,Can you explain mental health topic 813 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1820,Support Seeking,I feel stressed and need help with situation 814,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1821,Emotional Venting,I am really upset and frustrated about things 815,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1822,Emotional Venting,I am really upset and frustrated about things 816,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1823,Emotional Venting,I am really upset and frustrated about things 817,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1824,Crisis,I feel like I might harm myself 818,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1825,Support Seeking,I feel stressed and need help with situation 819,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1826,Support Seeking,I feel stressed and need help with situation 820,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1827,Informational,Can you explain mental health topic 821 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1828,Crisis,I feel like I might harm myself 822,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1829,Support Seeking,I feel stressed and need help with situation 823,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1830,Crisis,I feel like I might harm myself 824,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1831,Informational,Can you explain mental health topic 825 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1832,Emotional Venting,I am really upset and frustrated about things 826,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1833,Informational,Can you explain mental health topic 827 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1834,Crisis,I feel like I might harm myself 828,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1835,Crisis,I feel like I might harm myself 829,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1836,Support Seeking,I feel stressed and need help with situation 830,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1837,Informational,Can you explain mental health topic 831 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1838,Informational,Can you explain mental health topic 832 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1839,Support Seeking,I feel stressed and need help with situation 833,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1840,Crisis,I feel like I might harm myself 834,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1841,Informational,Can you explain mental health topic 835 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1842,Informational,Can you explain mental health topic 836 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1843,Emotional Venting,I am really upset and frustrated about things 837,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1844,Emotional Venting,I am really upset and frustrated about things 838,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1845,Emotional Venting,I am really upset and frustrated about things 839,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1846,Informational,Can you explain mental health topic 840 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1847,Informational,Can you explain mental health topic 841 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1848,Emotional Venting,I am really upset and frustrated about things 842,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1849,Informational,Can you explain mental health topic 843 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1850,Informational,Can you explain mental health topic 844 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1851,Emotional Venting,I am really upset and frustrated about things 845,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1852,Support Seeking,I feel stressed and need help with situation 846,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1853,Crisis,I feel like I might harm myself 847,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1854,Crisis,I feel like I might harm myself 848,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1855,Crisis,I feel like I might harm myself 849,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1856,Crisis,I feel like I might harm myself 850,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1857,Emotional Venting,I am really upset and frustrated about things 851,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1858,Informational,Can you explain mental health topic 852 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1859,Support Seeking,I feel stressed and need help with situation 853,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1860,Emotional Venting,I am really upset and frustrated about things 854,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1861,Informational,Can you explain mental health topic 855 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1862,Emotional Venting,I am really upset and frustrated about things 856,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1863,Crisis,I feel like I might harm myself 857,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1864,Informational,Can you explain mental health topic 858 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1865,Support Seeking,I feel stressed and need help with situation 859,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1866,Informational,Can you explain mental health topic 860 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1867,Informational,Can you explain mental health topic 861 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1868,Informational,Can you explain mental health topic 862 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1869,Informational,Can you explain mental health topic 863 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1870,Emotional Venting,I am really upset and frustrated about things 864,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1871,Crisis,I feel like I might harm myself 865,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1872,Crisis,I feel like I might harm myself 866,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1873,Crisis,I feel like I might harm myself 867,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1874,Emotional Venting,I am really upset and frustrated about things 868,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1875,Emotional Venting,I am really upset and frustrated about things 869,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1876,Crisis,I feel like I might harm myself 870,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1877,Emotional Venting,I am really upset and frustrated about things 871,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1878,Emotional Venting,I am really upset and frustrated about things 872,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1879,Crisis,I feel like I might harm myself 873,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1880,Informational,Can you explain mental health topic 874 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1881,Crisis,I feel like I might harm myself 875,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1882,Emotional Venting,I am really upset and frustrated about things 876,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1883,Support Seeking,I feel stressed and need help with situation 877,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1884,Emotional Venting,I am really upset and frustrated about things 878,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1885,Informational,Can you explain mental health topic 879 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1886,Crisis,I feel like I might harm myself 880,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1887,Crisis,I feel like I might harm myself 881,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1888,Emotional Venting,I am really upset and frustrated about things 882,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1889,Emotional Venting,I am really upset and frustrated about things 883,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1890,Emotional Venting,I am really upset and frustrated about things 884,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1891,Informational,Can you explain mental health topic 885 in simple terms?,query_education,This is an informational query. You can understand it better by referring to reliable sources or consulting a professional.,low,info,"can, you, explain, mental"
1892,Support Seeking,I feel stressed and need help with situation 886,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1893,Crisis,I feel like I might harm myself 887,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1894,Support Seeking,I feel stressed and need help with situation 888,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1895,Emotional Venting,I am really upset and frustrated about things 889,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
1896,Crisis,I feel like I might harm myself 890,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1897,Crisis,I feel like I might harm myself 891,crisis_selfharm,I'm really sorry you're feeling this way. Please reach out immediately to someone you trust or emergency services.,high,crisis_support,"i, feel, like, i"
1898,Support Seeking,I feel stressed and need help with situation 892,stress_support,It sounds like you're going through something difficult. Try taking small steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, stressed, and"
1899,Emotional Venting,I am really upset and frustrated about things 893,vent_frustration,That sounds really tough. Your feelings are valid and it's okay to express them.,medium,emotional_support,"i, am, really, upset"
